"Parent1","Parent2","Yield_param.df.Par1","Yield_param.df.Par2","Yield_param.df.midPar.Pheno","Yield_param.df.midPar.GEBV","Yield_param.df.pred.mu","Yield_param.df.pred.mu_sd","Yield_param.df.pred.varG","Yield_param.df.pred.varG_sd","Yield_param.df.mu.sp_low","Yield_param.df.mu.sp_high","Yield_param.df.low.resp_DON","Yield_param.df.high.resp_DON","Yield_param.df.cor_w._DON","DON_param.df.Par1","DON_param.df.Par2","DON_param.df.midPar.Pheno","DON_param.df.midPar.GEBV","DON_param.df.pred.mu","DON_param.df.pred.mu_sd","DON_param.df.pred.varG","DON_param.df.pred.varG_sd","DON_param.df.mu.sp_low","DON_param.df.mu.sp_high","DON_param.df.low.resp_Yield","DON_param.df.high.resp_Yield","DON_param.df.cor_w._Yield"
"GA001","GA002","GA001","GA002",NA,67.6,67.55,0.17,3.82,0.41,64.08,70.9,8.12,8.56,0.09,"GA001","GA002",NA,8.44,8.42,0.1,1.63,0.15,6.22,10.63,67.13,67.75,0.09
"GA001","GA159","GA001","GA159",NA,68.88,68.9,0.15,4.72,0.4,65.11,72.67,14.08,13.69,-0.1,"GA001","GA159",NA,13.87,13.86,0.09,1.26,0.13,11.93,15.79,69.18,68.62,-0.1
"GA001","GA164","GA001","GA164",NA,68.18,68.21,0.16,5.89,0.59,64.02,72.41,13.09,13.11,-0.02,"GA001","GA164",NA,13.1,13.07,0.1,1.27,0.13,11.12,15.02,68.29,68.18,-0.02
"GA001","LA136","GA001","LA136",NA,71.28,71.32,0.12,3.93,0.4,67.83,74.73,10.77,10.84,0.02,"GA001","LA136",NA,10.77,10.79,0.08,1.13,0.11,8.94,12.62,71.17,71.28,0.02
"GA001","LA137","GA001","LA137",NA,72.09,72.16,0.13,4.71,0.46,68.38,75.92,12.43,12.74,0.09,"GA001","LA137",NA,12.57,12.55,0.1,1.68,0.18,10.31,14.8,71.7,72.58,0.09
"GA001","LA143","GA001","LA143",NA,65.77,65.77,0.13,3.38,0.35,62.57,68.91,11.95,11.87,-0.02,"GA001","LA143",NA,11.98,11.98,0.09,1.37,0.12,9.91,13.99,65.82,65.77,-0.02
"GA001","LA144","GA001","LA144",NA,68.44,68.43,0.15,4.38,0.38,64.8,72.08,9.69,10.54,0.17,"GA001","LA144",NA,10.06,10.05,0.1,1.96,0.2,7.61,12.48,67.77,69.02,0.17
"GA001","MD001","GA001","MD001",NA,69.41,69.41,0.18,4.96,0.5,65.54,73.25,10.02,11.25,0.28,"GA001","MD001",NA,10.66,10.64,0.07,1.41,0.09,8.53,12.67,68.25,70.38,0.28
"GA001","MD002","GA001","MD002",NA,70.73,70.7,0.17,4.21,0.41,67.13,74.28,10.12,10.69,0.12,"GA001","MD002",NA,10.43,10.41,0.09,1.67,0.16,8.16,12.62,70.16,70.98,0.12
"GA001","MD033","GA001","MD033",NA,67.56,67.56,0.15,4.13,0.37,64.03,71.09,11.23,12.6,0.29,"GA001","MD033",NA,11.99,11.97,0.11,1.8,0.16,9.66,14.31,66.43,68.63,0.29
"GA001","MD034","GA001","MD034",NA,67.13,67.19,0.14,5.21,0.6,63.19,71.12,9.54,10.23,0.17,"GA001","MD034",NA,9.92,9.9,0.1,1.76,0.15,7.63,12.2,66.7,67.91,0.17
"GA001","NC103","GA001","NC103",NA,70.94,70.93,0.17,4.77,0.62,67.14,74.74,10.13,11.3,0.25,"GA001","NC103",NA,10.67,10.66,0.08,1.68,0.16,8.39,12.9,69.99,71.88,0.25
"GA001","NC104","GA001","NC104",NA,69.16,69.17,0.19,5.68,0.75,65,73.32,12.84,13.42,0.16,"GA001","NC104",NA,13.17,13.15,0.1,1.39,0.14,11.09,15.19,68.53,69.7,0.16
"GA001","NC107","GA001","NC107",NA,69.62,69.6,0.12,4.62,0.44,65.89,73.34,11.55,11,-0.13,"GA001","NC107",NA,11.23,11.24,0.09,1.13,0.12,9.4,13.09,70.01,69.05,-0.13
"GA001","NC108","GA001","NC108",NA,68.33,68.3,0.18,6.57,0.6,63.84,72.78,12.13,12.94,0.19,"GA001","NC108",NA,12.57,12.55,0.1,1.41,0.12,10.46,14.57,67.48,68.97,0.19
"GA001","NC109","GA001","NC109",NA,69.68,69.69,0.15,5,0.58,65.81,73.59,8.77,9.48,0.13,"GA001","NC109",NA,9.1,9.08,0.08,2.17,0.2,6.51,11.59,69.13,70.13,0.13
"GA001","NC120","GA001","NC120",NA,71.78,71.76,0.17,5.65,0.49,67.65,75.89,10.89,11.85,0.2,"GA001","NC120",NA,11.44,11.42,0.11,1.84,0.18,9.03,13.75,70.93,72.5,0.2
"GA001","SC001","GA001","SC001",NA,71.26,71.24,0.1,3.07,0.38,68.18,74.34,11.48,11.86,0.1,"GA001","SC001",NA,11.71,11.69,0.08,1.22,0.1,9.8,13.63,70.98,71.35,0.1
"GA001","SC004","GA001","SC004",NA,71.77,71.78,0.15,3.64,0.29,68.44,75.07,12.16,11.23,-0.28,"GA001","SC004",NA,11.67,11.68,0.06,0.95,0.06,9.98,13.35,72.68,70.85,-0.28
"GA001","SC005","GA001","SC005",NA,71.5,71.45,0.14,3.6,0.36,68.18,74.79,9.34,10.08,0.18,"GA001","SC005",NA,9.71,9.71,0.1,1.65,0.14,7.45,11.94,70.94,72.12,0.18
"GA001","SC037","GA001","SC037",NA,71.12,71.17,0.12,3.13,0.31,68.1,74.22,10.18,10.37,0.04,"GA001","SC037",NA,10.33,10.32,0.08,1.91,0.19,7.95,12.72,70.93,71.24,0.04
"GA001","TX017","GA001","TX017",NA,68.6,68.58,0.09,4.93,0.47,64.66,72.46,12.44,13.01,0.13,"GA001","TX017",NA,12.73,12.69,0.09,1.7,0.18,10.48,14.98,67.97,69.05,0.13
"GA001","TX018","GA001","TX018",NA,70.07,70.06,0.12,3.29,0.22,66.92,73.22,11.68,12.31,0.17,"GA001","TX018",NA,11.98,11.96,0.07,1.27,0.11,9.98,13.89,69.51,70.61,0.17
"GA001","TX021","GA001","TX021",NA,71.43,71.45,0.13,3.99,0.43,67.98,74.92,13.01,13.96,0.23,"GA001","TX021",NA,13.48,13.46,0.09,1.41,0.15,11.41,15.5,70.67,72.19,0.23
"GA001","TX023","GA001","TX023",NA,72.71,72.7,0.15,4.76,0.47,68.89,76.48,12.91,13.37,0.13,"GA001","TX023",NA,13.15,13.14,0.1,1.32,0.12,11.16,15.11,72.28,73.13,0.13
"GA001","VA028","GA001","VA028",NA,72.22,72.24,0.2,4.85,0.49,68.39,76.07,8.34,8.8,0.09,"GA001","VA028",NA,8.58,8.59,0.08,2.35,0.16,5.94,11.18,71.74,72.45,0.09
"GA001","VA029","GA001","VA029",NA,71.66,71.64,0.15,4.67,0.49,67.88,75.43,9.54,10.27,0.17,"GA001","VA029",NA,9.92,9.93,0.09,1.57,0.12,7.75,12.07,70.85,72.2,0.17
"GA001","VA031","GA001","VA031",NA,71.31,71.3,0.17,3.92,0.42,67.84,74.75,9.2,10.24,0.24,"GA001","VA031",NA,9.71,9.69,0.08,1.51,0.14,7.57,11.84,70.52,72.07,0.24
"GA001","VA157","GA001","VA157",NA,69.75,69.77,0.11,3.9,0.42,66.32,73.23,10.95,11.43,0.07,"GA001","VA157",NA,11.17,11.16,0.11,2.09,0.21,8.67,13.66,69.52,69.96,0.07
"GA002","GA159","GA002","GA159",NA,66.3,66.36,0.14,5.22,0.5,62.38,70.37,10.15,10.52,0.08,"GA002","GA159",NA,10.3,10.31,0.11,2.23,0.2,7.75,12.89,65.98,66.63,0.08
"GA002","GA164","GA002","GA164",NA,65.59,65.65,0.12,4.19,0.32,62.17,69.24,9.75,9.43,-0.08,"GA002","GA164",NA,9.53,9.54,0.11,1.88,0.2,7.16,11.91,65.96,65.25,-0.08
"GA002","LA136","GA002","LA136",NA,68.7,68.77,0.15,5.05,0.45,64.88,72.66,6.67,7.89,0.3,"GA002","LA136",NA,7.2,7.24,0.09,1.3,0.18,5.26,9.2,67.54,69.99,0.3
"GA002","LA137","GA002","LA137",NA,69.51,69.59,0.13,4.68,0.41,65.84,73.37,8.29,9.69,0.29,"GA002","LA137",NA,9,9.02,0.12,2.15,0.21,6.51,11.61,68.65,70.68,0.29
"GA002","LA143","GA002","LA143",NA,63.19,63.23,0.17,5.62,0.37,59.11,67.35,8.57,8.25,-0.07,"GA002","LA143",NA,8.41,8.43,0.1,1.85,0.17,6.07,10.78,63.4,62.97,-0.07
"GA002","LA144","GA002","LA144",NA,65.86,65.88,0.21,5.09,0.46,61.97,69.74,6.29,6.74,0.16,"GA002","LA144",NA,6.49,6.51,0.08,0.83,0.06,4.92,8.09,65.35,66.55,0.16
"GA002","MD001","GA002","MD001",NA,66.83,66.86,0.17,6.37,0.55,62.48,71.17,6.98,7.28,0.09,"GA002","MD001",NA,7.09,7.09,0.08,1.11,0.1,5.28,8.94,66.44,67.23,0.09
"GA002","MD002","GA002","MD002",NA,68.15,68.16,0.2,5.8,0.64,63.98,72.31,6.41,7.35,0.25,"GA002","MD002",NA,6.86,6.87,0.09,1.15,0.12,5.03,8.78,67.19,69.18,0.25
"GA002","MD033","GA002","MD033",NA,64.98,65.01,0.17,4.83,0.48,61.15,68.77,8.46,8.42,-0.02,"GA002","MD033",NA,8.42,8.43,0.08,1.13,0.08,6.57,10.27,65.21,64.97,-0.02
"GA002","MD034","GA002","MD034",NA,64.55,64.64,0.15,4.37,0.45,61.02,68.28,6.42,6.38,0,"GA002","MD034",NA,6.36,6.36,0.11,1.75,0.2,4.07,8.62,64.71,64.62,0
"GA002","NC103","GA002","NC103",NA,68.36,68.39,0.16,4.53,0.59,64.67,72.1,6.78,7.54,0.2,"GA002","NC103",NA,7.1,7.12,0.08,1.2,0.1,5.24,9.04,67.72,69.11,0.2
"GA002","NC104","GA002","NC104",NA,66.57,66.6,0.18,5.61,0.7,62.49,70.72,9.69,9.58,0.01,"GA002","NC104",NA,9.6,9.61,0.11,2.29,0.22,7.01,12.24,66.47,66.58,0.01
"GA002","NC107","GA002","NC107",NA,67.04,67.05,0.18,6.45,0.61,62.6,71.45,8.2,7.31,-0.17,"GA002","NC107",NA,7.66,7.7,0.11,2.22,0.21,5.16,10.29,67.68,66.3,-0.17
"GA002","NC108","GA002","NC108",NA,65.75,65.77,0.16,6.38,0.68,61.4,70.17,8.97,9.07,0.03,"GA002","NC108",NA,9,9.01,0.11,2.24,0.2,6.45,11.58,65.51,65.79,0.03
"GA002","NC109","GA002","NC109",NA,67.1,67.13,0.18,5.72,0.6,62.92,71.26,5.43,5.66,0.06,"GA002","NC109",NA,5.53,5.55,0.07,1.01,0.12,3.79,7.29,66.98,67.49,0.06
"GA002","NC120","GA002","NC120",NA,69.2,69.21,0.22,6.22,0.56,64.91,73.57,7.59,8.19,0.15,"GA002","NC120",NA,7.87,7.88,0.11,1.33,0.11,5.89,9.86,68.45,69.96,0.15
"GA002","SC001","GA002","SC001",NA,68.68,68.67,0.17,5.33,0.51,64.58,72.65,8.06,8.36,0.08,"GA002","SC001",NA,8.14,8.16,0.08,1.62,0.17,5.99,10.34,68.26,69.15,0.08
"GA002","SC004","GA002","SC004",NA,69.19,69.24,0.13,5.12,0.44,65.31,73.17,8.17,8.17,0,"GA002","SC004",NA,8.1,8.14,0.11,1.76,0.14,5.85,10.42,69.24,69.21,0
"GA002","SC005","GA002","SC005",NA,68.91,68.88,0.19,5.69,0.57,64.73,73.07,6.08,6.37,0.07,"GA002","SC005",NA,6.14,6.17,0.1,1.42,0.15,4.11,8.25,68.67,69.2,0.07
"GA002","SC037","GA002","SC037",NA,68.54,68.59,0.12,4.15,0.52,65.04,72.09,6.77,6.97,0.05,"GA002","SC037",NA,6.76,6.78,0.09,1.48,0.13,4.65,8.86,68.46,68.88,0.05
"GA002","TX017","GA002","TX017",NA,66.01,66.04,0.15,4.71,0.39,62.27,69.82,8.7,9.71,0.21,"GA002","TX017",NA,9.16,9.16,0.11,2.19,0.19,6.64,11.78,65.27,66.87,0.21
"GA002","TX018","GA002","TX018",NA,67.49,67.51,0.16,4.15,0.3,63.92,71.05,8.53,8.52,-0.02,"GA002","TX018",NA,8.41,8.41,0.1,1.9,0.15,6.02,10.75,67.47,67.58,-0.02
"GA002","TX021","GA002","TX021",NA,68.85,68.89,0.18,5.4,0.48,64.9,72.95,9.23,10.8,0.29,"GA002","TX021",NA,9.91,9.91,0.12,2.44,0.23,7.22,12.61,67.76,70.19,0.29
"GA002","TX023","GA002","TX023",NA,70.13,70.14,0.17,6.03,0.56,65.83,74.36,8.78,10.52,0.37,"GA002","TX023",NA,9.59,9.6,0.12,1.84,0.17,7.26,11.96,68.64,71.78,0.37
"GA002","VA028","GA002","VA028",NA,69.64,69.68,0.18,5.05,0.48,65.83,73.64,4.7,5.28,0.15,"GA002","VA028",NA,5.01,5.04,0.08,1.17,0.11,3.15,6.94,69.19,70.29,0.15
"GA002","VA029","GA002","VA029",NA,69.08,69.09,0.13,4.09,0.47,65.6,72.6,6.01,6.78,0.2,"GA002","VA029",NA,6.35,6.38,0.09,1.31,0.12,4.4,8.36,68.41,69.79,0.2
"GA002","VA031","GA002","VA031",NA,68.73,68.74,0.18,5.31,0.56,64.71,72.74,6.28,6.12,-0.04,"GA002","VA031",NA,6.14,6.15,0.06,1.11,0.12,4.35,8.01,68.74,68.65,-0.04
"GA002","VA157","GA002","VA157",NA,67.17,67.2,0.15,4.72,0.44,63.45,71,7.06,8.21,0.27,"GA002","VA157",NA,7.6,7.62,0.1,1.46,0.13,5.53,9.73,66.26,68.28,0.27
"GA159","GA164","GA159","GA164",66.26,66.88,66.89,0.15,5.17,0.48,62.89,70.81,14.53,15.38,0.18,"GA159","GA164",NA,14.96,14.95,0.09,1.54,0.13,12.81,17.1,66.24,67.62,0.18
"GA159","LA136","GA159","LA136",67.78,69.99,70,0.18,6.24,0.5,65.63,74.27,12.73,12.54,-0.06,"GA159","LA136",NA,12.63,12.66,0.08,1.69,0.17,10.4,14.91,70.28,69.8,-0.06
"GA159","LA137","GA159","LA137",69.85,70.8,70.83,0.11,3.98,0.45,67.31,74.25,13.94,14.89,0.28,"GA159","LA137",NA,14.43,14.42,0.08,0.89,0.07,12.8,16.06,69.95,71.9,0.28
"GA159","LA143","GA159","LA143",NA,64.48,64.45,0.14,5.59,0.43,60.36,68.58,13.66,14.07,0.1,"GA159","LA143",NA,13.83,13.85,0.07,1.05,0.08,12.09,15.63,63.9,64.92,0.1
"GA159","LA144","GA159","LA144",NA,67.15,67.12,0.23,6.69,0.74,62.61,71.56,11.81,12.03,0.05,"GA159","LA144",NA,11.92,11.92,0.09,1.77,0.2,9.63,14.23,66.96,67.47,0.05
"GA159","MD001","GA159","MD001",NA,68.12,68.09,0.16,7.41,0.56,63.38,72.8,12.53,12.4,-0.05,"GA159","MD001",NA,12.52,12.5,0.07,1.5,0.14,10.38,14.61,68.22,67.9,-0.05
"GA159","MD002","GA159","MD002",NA,69.44,69.39,0.22,5.55,0.55,65.31,73.44,12.68,11.79,-0.21,"GA159","MD002",NA,12.28,12.29,0.09,1.58,0.12,10.13,14.48,70.3,68.64,-0.21
"GA159","MD033","GA159","MD033",NA,66.27,66.24,0.17,5.68,0.56,62.05,70.35,14.08,13.65,-0.1,"GA159","MD033",NA,13.85,13.84,0.12,2.03,0.18,11.36,16.3,66.63,65.98,-0.1
"GA159","MD034","GA159","MD034",NA,65.84,65.85,0.15,5.54,0.6,61.75,69.92,11.25,12.41,0.17,"GA159","MD034",NA,11.78,11.77,0.13,3.01,0.26,8.8,14.79,65.23,66.74,0.17
"GA159","NC103","GA159","NC103",66.65,69.65,69.63,0.15,4.52,0.49,65.89,73.27,12.69,12.44,-0.08,"GA159","NC103",NA,12.53,12.53,0.1,1.64,0.15,10.34,14.73,69.95,69.53,-0.08
"GA159","NC104","GA159","NC104",67.76,67.86,67.84,0.18,3.84,0.32,64.44,71.24,14.64,15.36,0.16,"GA159","NC104",NA,15.02,15.02,0.1,1.43,0.13,12.96,17.11,67.28,68.4,0.16
"GA159","NC107","GA159","NC107",66.41,68.33,68.28,0.17,4.38,0.29,64.65,71.91,13.24,13.05,-0.06,"GA159","NC107",NA,13.09,13.11,0.09,1.72,0.17,10.87,15.41,68.45,68.15,-0.06
"GA159","NC108","GA159","NC108",69.55,67.04,66.99,0.15,5.06,0.57,63.07,70.89,13.76,14.99,0.28,"GA159","NC108",NA,14.43,14.42,0.09,1.46,0.14,12.31,16.48,65.83,68.15,0.28
"GA159","NC109","GA159","NC109",65.95,68.39,68.36,0.15,4.18,0.41,64.77,71.84,10.93,10.94,0,"GA159","NC109",NA,10.95,10.96,0.08,2.12,0.21,8.41,13.45,68.29,68.41,0
"GA159","NC120","GA159","NC120",67.91,70.48,70.44,0.23,7.93,0.75,65.58,75.31,13.15,13.33,0.05,"GA159","NC120",NA,13.3,13.3,0.1,1.51,0.16,11.14,15.4,70.4,70.92,0.05
"GA159","SC001","GA159","SC001",72.44,69.97,69.91,0.15,6.57,0.56,65.46,74.37,13.53,13.57,0.02,"GA159","SC001",NA,13.57,13.57,0.06,1.3,0.09,11.57,15.52,69.83,70,0.02
"GA159","SC004","GA159","SC004",70.57,70.48,70.46,0.17,8.16,0.74,65.53,75.4,14.3,12.75,-0.32,"GA159","SC004",NA,13.52,13.55,0.12,1.84,0.14,11.23,15.83,71.88,69.07,-0.32
"GA159","SC005","GA159","SC005",66.56,70.2,70.13,0.21,6.63,0.56,65.69,74.61,11.62,11.57,-0.02,"GA159","SC005",NA,11.56,11.59,0.12,2.06,0.2,9.1,14.09,70.24,70.04,-0.02
"GA159","SC037","GA159","SC037",69.66,69.82,69.84,0.14,5.73,0.53,65.68,73.96,13,11.42,-0.29,"GA159","SC037",NA,12.18,12.19,0.12,2.62,0.24,9.45,15,71.14,68.79,-0.29
"GA159","TX017","GA159","TX017",65.41,67.3,67.27,0.16,4.87,0.45,63.45,71.17,13.87,15.16,0.31,"GA159","TX017",NA,14.59,14.56,0.07,1.35,0.12,12.59,16.61,66.12,68.52,0.31
"GA159","TX018","GA159","TX018",67.71,68.78,68.73,0.15,4.49,0.37,65.04,72.44,13.52,14.06,0.14,"GA159","TX018",NA,13.84,13.83,0.07,1.54,0.11,11.69,15.99,68.29,69.18,0.14
"GA159","TX021","GA159","TX021",68.47,70.14,70.12,0.16,4.94,0.39,66.27,74,14.99,15.53,0.15,"GA159","TX021",NA,15.34,15.32,0.07,0.89,0.08,13.7,16.99,69.51,70.67,0.15
"GA159","TX023","GA159","TX023",72.67,71.42,71.38,0.22,7.11,0.62,66.75,75.98,14.87,15.15,0.09,"GA159","TX023",NA,15.01,15.01,0.06,0.85,0.08,13.39,16.62,70.95,71.87,0.09
"GA159","VA028","GA159","VA028",NA,70.93,70.91,0.18,4.25,0.44,67.36,74.49,10.83,10.01,-0.12,"GA159","VA028",NA,10.44,10.45,0.1,2.91,0.25,7.52,13.42,71.27,70.53,-0.12
"GA159","VA029","GA159","VA029",NA,70.36,70.33,0.16,4,0.42,66.88,73.82,12.09,11.54,-0.13,"GA159","VA029",NA,11.77,11.79,0.1,1.91,0.19,9.43,14.18,70.92,69.98,-0.13
"GA159","VA031","GA159","VA031",NA,70.01,69.97,0.17,5.6,0.55,65.86,74.08,11.96,11.13,-0.2,"GA159","VA031",NA,11.57,11.56,0.09,1.89,0.17,9.22,13.93,70.85,69.28,-0.2
"GA159","VA157","GA159","VA157",NA,68.46,68.45,0.13,4.02,0.39,64.92,71.94,13.01,13.08,0.04,"GA159","VA157",NA,13.02,13.03,0.07,1.1,0.09,11.21,14.86,68.33,68.61,0.04
"GA164","LA136","GA164","LA136",73.37,69.28,69.29,0.16,4.73,0.41,65.54,73.1,11.88,11.84,-0.02,"GA164","LA136",NA,11.86,11.89,0.09,1.27,0.14,9.92,13.82,69.31,69.23,-0.02
"GA164","LA137","GA164","LA137",75.44,70.09,70.1,0.13,4.49,0.37,66.38,73.75,13.34,13.99,0.15,"GA164","LA137",NA,13.66,13.67,0.08,1.47,0.1,11.54,15.76,69.63,70.75,0.15
"GA164","LA143","GA164","LA143",NA,63.77,63.73,0.17,7.61,0.84,58.96,68.5,13.02,13,-0.02,"GA164","LA143",NA,13.07,13.09,0.1,1.46,0.14,10.99,15.19,63.62,63.62,-0.02
"GA164","LA144","GA164","LA144",NA,66.44,66.39,0.19,6.06,0.75,62.16,70.7,11.41,10.91,-0.1,"GA164","LA144",NA,11.15,11.16,0.09,1.61,0.17,8.93,13.34,66.72,65.88,-0.1
"GA164","MD001","GA164","MD001",NA,67.41,67.37,0.13,7.76,0.66,62.56,72.2,11.85,11.59,-0.06,"GA164","MD001",NA,11.75,11.74,0.09,1.53,0.14,9.59,13.89,67.64,67.05,-0.06
"GA164","MD002","GA164","MD002",NA,68.73,68.66,0.19,6.2,0.56,64.4,73.03,11.37,11.56,0.04,"GA164","MD002",NA,11.51,11.52,0.11,1.9,0.18,9.1,13.86,68.5,68.94,0.04
"GA164","MD033","GA164","MD033",NA,65.56,65.51,0.2,5.79,0.63,61.38,69.65,13.29,12.79,-0.1,"GA164","MD033",NA,13.08,13.08,0.09,1.44,0.16,10.98,15.16,65.89,65,-0.1
"GA164","MD034","GA164","MD034",NA,65.13,65.14,0.15,5.06,0.48,61.19,68.97,11.35,10.85,-0.13,"GA164","MD034",NA,11.01,11.01,0.1,1.73,0.16,8.73,13.31,65.6,64.64,-0.13
"GA164","NC103","GA164","NC103",72.24,68.94,68.91,0.16,4.4,0.45,65.28,72.6,11.97,11.46,-0.12,"GA164","NC103",NA,11.76,11.77,0.1,1.59,0.17,9.57,13.97,69.47,68.44,-0.12
"GA164","NC104","GA164","NC104",73.36,67.15,67.12,0.2,5.03,0.5,63.25,71.05,14.43,14.04,-0.12,"GA164","NC104",NA,14.25,14.26,0.08,1.43,0.15,12.2,16.34,67.65,66.68,-0.12
"GA164","NC107","GA164","NC107",72,67.62,67.57,0.15,5.84,0.55,63.45,71.82,12.71,11.98,-0.17,"GA164","NC107",NA,12.32,12.36,0.09,1.51,0.15,10.21,14.5,68.38,66.76,-0.17
"GA164","NC108","GA164","NC108",75.14,66.33,66.28,0.15,4.86,0.52,62.44,70.13,13.83,13.42,-0.09,"GA164","NC108",NA,13.66,13.66,0.09,1.64,0.13,11.44,15.86,66.57,65.9,-0.09
"GA164","NC109","GA164","NC109",71.55,67.68,67.65,0.16,4.93,0.54,63.85,71.57,10.23,10.07,-0.04,"GA164","NC109",NA,10.19,10.2,0.11,2.25,0.2,7.57,12.76,67.75,67.45,-0.04
"GA164","NC120","GA164","NC120",73.5,69.78,69.71,0.22,7.39,0.93,65.04,74.43,12.81,12.18,-0.13,"GA164","NC120",NA,12.53,12.54,0.08,1.38,0.13,10.47,14.57,70.15,69.11,-0.13
"GA164","SC001","GA164","SC001",78.03,69.26,69.19,0.17,7.53,0.76,64.46,74,12.92,12.73,-0.05,"GA164","SC001",NA,12.8,12.8,0.07,1.57,0.16,10.65,14.99,69.44,69.05,-0.05
"GA164","SC004","GA164","SC004",76.17,69.77,69.74,0.15,7.87,0.88,64.87,74.55,13.66,11.91,-0.41,"GA164","SC004",NA,12.75,12.79,0.11,1.59,0.1,10.6,14.94,71.57,67.83,-0.41
"GA164","SC005","GA164","SC005",72.15,69.49,69.41,0.19,6.11,0.75,65.13,73.7,11.34,10.39,-0.2,"GA164","SC005",NA,10.79,10.82,0.12,1.92,0.17,8.41,13.23,70.23,68.54,-0.2
"GA164","SC037","GA164","SC037",75.26,69.12,69.12,0.13,6.15,0.6,64.8,73.42,11.85,10.9,-0.18,"GA164","SC037",NA,11.41,11.43,0.13,2.2,0.23,8.87,13.98,70,68.3,-0.18
"GA164","TX017","GA164","TX017",71,66.59,66.57,0.14,4.57,0.39,62.89,70.32,13.35,14.34,0.24,"GA164","TX017",NA,13.82,13.8,0.09,1.77,0.17,11.5,16.12,65.69,67.52,0.24
"GA164","TX018","GA164","TX018",73.3,68.07,68.02,0.16,5.67,0.69,63.92,72.16,13.46,12.71,-0.2,"GA164","TX018",NA,13.07,13.07,0.08,1.32,0.12,11.07,15.07,68.79,67.18,-0.2
"GA164","TX021","GA164","TX021",74.07,69.43,69.4,0.18,6.49,0.67,65.06,73.85,14.12,15.05,0.21,"GA164","TX021",NA,14.57,14.56,0.11,1.84,0.17,12.22,16.94,68.52,70.46,0.21
"GA164","TX023","GA164","TX023",78.26,70.71,70.67,0.16,7.31,0.76,65.97,75.31,14.29,14.25,0,"GA164","TX023",NA,14.24,14.25,0.11,1.54,0.12,12.06,16.37,70.61,70.73,0
"GA164","VA028","GA164","VA028",NA,70.22,70.2,0.16,4.99,0.52,66.35,74.12,10.03,9.31,-0.14,"GA164","VA028",NA,9.67,9.69,0.11,2.17,0.16,7.17,12.2,71,69.7,-0.14
"GA164","VA029","GA164","VA029",NA,69.66,69.61,0.11,4.49,0.5,65.91,73.29,11.46,10.49,-0.21,"GA164","VA029",NA,11,11.02,0.09,1.59,0.16,8.81,13.2,70.46,68.75,-0.21
"GA164","VA031","GA164","VA031",NA,69.31,69.26,0.19,7.17,0.69,64.57,73.88,11.28,10.24,-0.22,"GA164","VA031",NA,10.8,10.81,0.12,1.98,0.18,8.36,13.26,70.09,68.19,-0.22
"GA164","VA157","GA164","VA157",NA,67.75,67.73,0.16,5.2,0.6,63.8,71.71,11.84,12.59,0.15,"GA164","VA157",NA,12.25,12.27,0.12,2.18,0.17,9.67,14.81,67.22,68.27,0.15
"LA136","LA137","LA136","LA137",76.96,73.19,73.2,0.14,3.87,0.35,69.77,76.64,11.29,11.26,-0.01,"LA136","LA137",NA,11.33,11.3,0.08,1.51,0.18,9.18,13.44,73.29,73.19,-0.01
"LA136","LA143","LA136","LA143",NA,66.87,66.83,0.17,5.92,0.56,62.67,71.1,11.06,10.27,-0.21,"LA136","LA143",NA,10.74,10.72,0.06,1.23,0.16,8.77,12.63,67.82,66.03,-0.21
"LA136","LA144","LA136","LA144",NA,69.55,69.5,0.16,5.19,0.4,65.54,73.49,8.6,8.95,0.1,"LA136","LA144",NA,8.82,8.79,0.06,1.12,0.16,6.94,10.63,69.13,70.02,0.1
"LA136","MD001","LA136","MD001",NA,70.51,70.47,0.18,6.44,0.66,66.1,74.88,9.23,9.47,0.08,"LA136","MD001",NA,9.42,9.37,0.06,1.42,0.15,7.31,11.46,70.1,70.72,0.08
"LA136","MD002","LA136","MD002",NA,71.84,71.77,0.17,4.49,0.43,68.08,75.46,9.22,9.08,-0.02,"LA136","MD002",NA,9.18,9.14,0.09,1.39,0.15,7.09,11.19,71.81,71.83,-0.02
"LA136","MD033","LA136","MD033",NA,68.66,68.61,0.18,5,0.56,64.83,72.56,10.47,10.79,0.08,"LA136","MD033",NA,10.75,10.7,0.09,1.41,0.12,8.65,12.8,68.32,68.82,0.08
"LA136","MD034","LA136","MD034",NA,68.23,68.23,0.15,5.09,0.38,64.3,72.18,8.51,8.68,0.05,"LA136","MD034",NA,8.68,8.64,0.09,1.42,0.13,6.6,10.69,68.1,68.3,0.05
"LA136","NC103","LA136","NC103",73.76,72.05,72,0.17,4.03,0.4,68.56,75.52,8.94,9.86,0.21,"LA136","NC103",6.96,9.43,9.4,0.08,1.54,0.18,7.26,11.57,71.25,72.72,0.21
"LA136","NC104","LA136","NC104",74.88,70.26,70.22,0.17,5.23,0.63,66.25,74.19,11.98,11.79,-0.05,"LA136","NC104",NA,11.92,11.89,0.09,1.67,0.14,9.64,14.12,70.39,70.05,-0.05
"LA136","NC107","LA136","NC107",73.52,70.72,70.66,0.15,4.96,0.38,66.83,74.52,10.29,9.57,-0.2,"LA136","NC107",8.23,9.99,9.99,0.07,1.24,0.14,8.06,11.92,71.32,69.94,-0.2
