"Parent1","Parent2","Yield_param.df.Par1","Yield_param.df.Par2","Yield_param.df.midPar.Pheno","Yield_param.df.midPar.GEBV","Yield_param.df.pred.mu","Yield_param.df.pred.mu_sd","Yield_param.df.pred.varG","Yield_param.df.pred.varG_sd","Yield_param.df.mu.sp_low","Yield_param.df.mu.sp_high","Yield_param.df.low.resp_DON","Yield_param.df.high.resp_DON","Yield_param.df.cor_w._DON","DON_param.df.Par1","DON_param.df.Par2","DON_param.df.midPar.Pheno","DON_param.df.midPar.GEBV","DON_param.df.pred.mu","DON_param.df.pred.mu_sd","DON_param.df.pred.varG","DON_param.df.pred.varG_sd","DON_param.df.mu.sp_low","DON_param.df.mu.sp_high","DON_param.df.low.resp_Yield","DON_param.df.high.resp_Yield","DON_param.df.cor_w._Yield"
"LA136","NC109","LA136","NC109",73.07,72.25,72.27,0.18,5.99,0.61,67.97,76.45,6.97,7.53,0.15,"LA136","NC109",NA,7.21,7.21,0.09,1.26,0.14,5.27,9.16,71.82,73.01,0.15
"LA136","NC120","LA136","NC120",75.02,73.28,73.29,0.12,4.04,0.39,69.74,76.73,7.86,9.24,0.29,"LA136","NC120",NA,8.59,8.58,0.09,1.94,0.18,6.2,10.98,72.27,74.34,0.29
"LA136","SC001","LA136","SC001",79.55,74.36,74.36,0.19,5.83,0.56,70.18,78.53,9.96,11.35,0.22,"LA136","SC001",NA,10.67,10.65,0.07,2.74,0.23,7.78,13.51,73.42,75.35,0.22
"LA136","SC004","LA136","SC004",77.69,73.51,73.48,0.17,3.95,0.4,70.07,76.97,10.66,11.57,0.18,"LA136","SC004",NA,11.12,11.11,0.1,2.66,0.22,8.28,13.92,72.92,74.05,0.18
"LA136","SC005","LA136","SC005",73.67,75.36,75.33,0.14,4.61,0.42,71.63,79.08,8.3,10.03,0.37,"LA136","SC005",NA,9.13,9.13,0.1,1.72,0.14,6.86,11.42,73.94,76.69,0.37
"LA136","SC037","LA136","SC037",76.78,73.41,73.39,0.16,5.13,0.4,69.42,77.28,8.44,9.13,0.18,"LA136","SC037",NA,8.82,8.82,0.09,1.45,0.16,6.74,10.92,72.68,74.01,0.18
"LA136","TX017","LA136","TX017",72.52,70.89,70.92,0.16,4.97,0.45,67.05,74.79,9.05,9.67,0.11,"LA136","TX017",NA,9.3,9.3,0.1,2.47,0.21,6.59,12.04,70.3,71.27,0.11
"LA136","TX018","LA136","TX018",74.82,71.04,71.06,0.19,8.43,0.95,66.06,76.16,9.04,9.96,0.21,"LA136","TX018",NA,9.52,9.51,0.07,1.91,0.17,7.1,11.92,69.81,72.09,0.21
"LA136","TX021","LA136","TX021",75.58,72.35,72.42,0.18,4.54,0.46,68.71,76.06,11.35,11.66,0.05,"LA136","TX021",NA,11.49,11.47,0.1,2.74,0.19,8.58,14.36,72.29,72.62,0.05
"LA136","TX023","LA136","TX023",79.78,73.42,73.46,0.15,3.97,0.48,69.96,76.86,9.38,11.08,0.34,"LA136","TX023",NA,10.11,10.14,0.11,2.15,0.13,7.63,12.68,72.23,74.68,0.34
"LA136","VA028","LA136","VA028",NA,73.82,73.84,0.13,4.37,0.38,70.19,77.48,7.65,9.03,0.28,"LA136","VA028",NA,8.29,8.32,0.08,1.95,0.17,5.91,10.77,72.83,74.83,0.28
"LA136","VA029","LA136","VA029",NA,71.44,71.48,0.16,6.27,0.53,67.21,75.87,7,8.31,0.32,"LA136","VA029",NA,7.68,7.69,0.09,1.51,0.16,5.59,9.86,70.04,72.72,0.32
"LA136","VA031","LA136","VA031",NA,73.85,73.85,0.14,6.13,0.7,69.64,78.16,8.34,10.69,0.47,"LA136","VA031",NA,9.57,9.56,0.08,2.13,0.17,7.01,12.09,71.74,75.88,0.47
"LA136","VA157","LA136","VA157",NA,73.5,73.5,0.15,5.09,0.48,69.57,77.39,7.86,9.44,0.34,"LA136","VA157",NA,8.65,8.64,0.08,2.01,0.2,6.18,11.09,72.22,74.77,0.34
"LA137","LA143","LA137","LA143",NA,70.11,70.13,0.17,4.91,0.43,66.31,73.96,12.32,14.03,0.39,"LA137","LA143",NA,13.13,13.15,0.09,1.83,0.16,10.74,15.46,68.6,71.53,0.39
"LA137","LA144","LA137","LA144",NA,68.96,68.96,0.14,6.3,0.65,64.64,73.35,10.89,12.1,0.3,"LA137","LA144",NA,11.5,11.5,0.08,1.23,0.12,9.58,13.45,67.55,70.12,0.3
"LA137","MD001","LA137","MD001",NA,68.45,68.47,0.13,5.03,0.49,64.61,72.41,11.03,12.03,0.22,"LA137","MD001",NA,11.55,11.56,0.07,1.86,0.15,9.18,13.9,67.56,69.27,0.22
"LA137","MD002","LA137","MD002",NA,69.42,69.43,0.12,5.3,0.59,65.43,73.42,11.79,12.18,0.08,"LA137","MD002",NA,12.01,12.03,0.07,2.07,0.18,9.54,14.54,69.01,69.61,0.08
"LA137","MD033","LA137","MD033",NA,70.88,70.89,0.17,7.14,0.63,66.23,75.5,13.04,14.48,0.27,"LA137","MD033",NA,13.78,13.78,0.1,2.38,0.22,11.11,16.45,69.63,72.35,0.27
"LA137","MD034","LA137","MD034",NA,68.85,68.86,0.15,4.72,0.44,65.09,72.65,10.04,11.04,0.21,"LA137","MD034",NA,10.63,10.61,0.1,2.13,0.23,8.08,13.14,68.05,69.64,0.21
"LA137","NC103","LA137","NC103",75.83,73.1,73.08,0.18,6.23,0.7,68.8,77.42,10.75,11.36,0.13,"LA137","NC103",NA,11.08,11.08,0.08,1.73,0.18,8.79,13.33,72.63,73.49,0.13
"LA137","NC104","LA137","NC104",76.95,67.88,67.93,0.19,8.26,0.73,62.92,72.97,11.3,12.1,0.2,"LA137","NC104",NA,11.72,11.71,0.07,1.69,0.13,9.43,13.95,66.83,68.83,0.2
"LA137","NC107","LA137","NC107",75.59,70.27,70.28,0.19,6.25,0.6,65.98,74.6,10.5,11.93,0.26,"LA137","NC107",NA,11.18,11.21,0.08,2.03,0.25,8.72,13.65,69.26,71.3,0.26
"LA137","NC108","LA137","NC108",78.73,69.35,69.38,0.14,5.75,0.58,65.21,73.54,11.49,12.44,0.21,"LA137","NC108",NA,11.96,11.96,0.09,1.97,0.21,9.51,14.37,68.49,70.23,0.21
"LA137","NC109","LA137","NC109",75.14,70.4,70.41,0.21,6.39,0.51,66.02,74.8,8.95,10.74,0.33,"LA137","NC109",NA,9.81,9.83,0.08,2.36,0.25,7.17,12.48,68.93,71.78,0.33
"LA137","NC120","LA137","NC120",77.09,71.43,71.43,0.19,5.09,0.45,67.51,75.37,10.8,11.59,0.2,"LA137","NC120",NA,11.19,11.2,0.09,1.22,0.12,9.26,13.11,70.64,72.13,0.2
"LA137","SC001","LA137","SC001",81.62,72.51,72.51,0.21,6.09,0.62,68.2,76.78,12.56,13.96,0.33,"LA137","SC001",NA,13.27,13.26,0.08,1.54,0.14,11.09,15.42,71.08,73.88,0.33
"LA137","SC004","LA137","SC004",79.76,71.66,71.62,0.18,4.56,0.39,67.93,75.33,13.73,13.78,0.01,"LA137","SC004",NA,13.72,13.72,0.08,1.6,0.19,11.56,15.95,71.51,71.6,0.01
"LA137","SC005","LA137","SC005",75.74,73.51,73.47,0.22,6.83,0.68,68.96,78.05,10.98,12.66,0.34,"LA137","SC005",NA,11.74,11.74,0.09,1.95,0.17,9.31,14.15,71.93,75.07,0.34
"LA137","SC037","LA137","SC037",78.85,71.55,71.51,0.15,5.84,0.58,67.33,75.78,11.16,11.65,0.1,"LA137","SC037",NA,11.43,11.42,0.1,2.33,0.22,8.73,14.03,71.2,71.91,0.1
"LA137","TX017","LA137","TX017",74.59,69.04,69.06,0.15,4.07,0.47,65.56,72.54,11.91,11.76,-0.04,"LA137","TX017",NA,11.91,11.9,0.08,1.88,0.16,9.53,14.28,69.14,68.84,-0.04
"LA137","TX018","LA137","TX018",76.89,69.19,69.21,0.11,6.17,0.62,64.91,73.58,11.45,12.8,0.29,"LA137","TX018",NA,12.13,12.13,0.08,1.88,0.17,9.77,14.49,67.9,70.39,0.29
"LA137","TX021","LA137","TX021",77.66,70.5,70.56,0.18,5.91,0.57,66.31,74.76,13.99,14.15,0.03,"LA137","TX021",NA,14.09,14.09,0.08,2.03,0.19,11.61,16.58,70.36,70.64,0.03
"LA137","TX023","LA137","TX023",81.85,71.57,71.6,0.18,4.5,0.47,67.95,75.29,12.23,13.22,0.23,"LA137","TX023",NA,12.71,12.75,0.1,1.71,0.18,10.44,15,70.68,72.35,0.23
"LA137","VA028","LA137","VA028",NA,71.96,71.98,0.18,5.48,0.54,67.92,76.05,9.94,11.94,0.34,"LA137","VA028",NA,10.89,10.93,0.09,2.86,0.24,7.97,13.84,70.65,73.44,0.34
"LA137","VA029","LA137","VA029",NA,69.59,69.63,0.15,5.2,0.57,65.71,73.63,9.95,10.81,0.19,"LA137","VA029",NA,10.29,10.31,0.08,1.86,0.17,7.92,12.65,68.91,70.36,0.19
"LA137","VA031","LA137","VA031",NA,72,71.99,0.21,7.67,0.83,67.15,76.78,11.27,13.12,0.36,"LA137","VA031",NA,12.18,12.18,0.09,2.01,0.19,9.68,14.6,70.09,73.77,0.36
"LA137","VA157","LA137","VA157",NA,71.65,71.66,0.19,4.64,0.51,67.94,75.4,10.97,11.59,0.14,"LA137","VA157",NA,11.25,11.25,0.07,1.37,0.11,9.23,13.3,70.99,72.06,0.14
"LA143","LA144","LA143","LA144",NA,68.66,68.65,0.17,8.11,0.72,63.77,73.59,10.37,11.54,0.24,"LA143","LA144",NA,11,10.98,0.11,2.16,0.21,8.43,13.5,67.55,69.76,0.24
"LA143","MD001","LA143","MD001",NA,68.16,68.16,0.17,6.34,0.46,63.81,72.47,10.29,11.75,0.29,"LA143","MD001",NA,11.05,11.04,0.12,2.36,0.28,8.37,13.72,66.88,69.44,0.29
"LA143","MD002","LA143","MD002",NA,69.13,69.14,0.18,6.14,0.41,64.89,73.47,10.79,12.23,0.28,"LA143","MD002",NA,11.51,11.49,0.12,2.35,0.19,8.82,14.17,67.88,70.28,0.28
"LA143","MD033","LA143","MD033",NA,70.58,70.57,0.18,6.62,0.66,66.13,75.07,12.89,13.71,0.15,"LA143","MD033",NA,13.28,13.25,0.1,2.21,0.24,10.64,15.82,69.86,71.38,0.15
"LA143","MD034","LA143","MD034",NA,68.55,68.55,0.15,5.73,0.53,64.4,72.66,9.52,10.8,0.25,"LA143","MD034",NA,10.13,10.1,0.11,2.28,0.2,7.46,12.72,67.52,69.58,0.25
"LA143","NC103","LA143","NC103",NA,72.8,72.76,0.2,8.37,0.88,67.81,77.85,9.84,11.16,0.28,"LA143","NC103",NA,10.58,10.55,0.1,2.3,0.25,7.91,13.17,71.36,74.32,0.28
"LA143","NC104","LA143","NC104",NA,67.58,67.61,0.18,8.34,0.74,62.63,72.61,10.59,11.76,0.25,"LA143","NC104",NA,11.22,11.19,0.09,1.69,0.21,8.98,13.46,66.31,68.84,0.25
"LA143","NC107","LA143","NC107",NA,69.97,69.94,0.17,6.74,0.63,65.42,74.47,10.1,11.33,0.25,"LA143","NC107",NA,10.68,10.68,0.1,1.91,0.22,8.3,13.08,68.96,71.09,0.25
"LA143","NC108","LA143","NC108",NA,69.05,69.06,0.17,7.53,0.85,64.29,73.79,10.86,12.01,0.24,"LA143","NC108",NA,11.46,11.43,0.07,1.72,0.18,9.2,13.71,67.94,70.18,0.24
"LA143","NC109","LA143","NC109",NA,70.1,70.1,0.2,8.29,0.72,65.11,75.13,8.12,10.41,0.4,"LA143","NC109",NA,9.31,9.31,0.11,2.63,0.24,6.53,12.15,68.18,72,0.4
"LA143","NC120","LA143","NC120",NA,71.13,71.11,0.16,6.41,0.62,66.68,75.49,9.9,11.5,0.33,"LA143","NC120",NA,10.69,10.68,0.1,1.87,0.16,8.35,13.1,69.78,72.58,0.33
"LA143","SC001","LA143","SC001",NA,72.21,72.19,0.19,5.62,0.37,68.05,76.27,12.47,12.93,0.1,"LA143","SC001",NA,12.77,12.74,0.07,1.18,0.09,10.86,14.62,71.72,72.52,0.1
"LA143","SC004","LA143","SC004",NA,71.36,71.32,0.23,6.43,0.61,66.92,75.71,12.64,13.91,0.23,"LA143","SC004",NA,13.22,13.2,0.11,2.42,0.22,10.51,15.88,70.37,72.23,0.23
"LA143","SC005","LA143","SC005",NA,73.21,73.15,0.2,6.26,0.72,68.85,77.55,10.5,11.99,0.29,"LA143","SC005",NA,11.24,11.22,0.12,2.17,0.24,8.66,13.76,71.98,74.43,0.29
"LA143","SC037","LA143","SC037",NA,71.26,71.25,0.19,6.11,0.63,67,75.56,10.28,11.47,0.22,"LA143","SC037",NA,10.93,10.91,0.1,2.19,0.19,8.34,13.46,70.21,72.24,0.22
"LA143","TX017","LA143","TX017",NA,68.74,68.74,0.17,5.29,0.44,64.75,72.74,10.61,12.2,0.34,"LA143","TX017",NA,11.41,11.37,0.09,1.97,0.18,8.94,13.81,67.38,69.96,0.34
"LA143","TX018","LA143","TX018",NA,68.89,68.91,0.18,6.72,0.51,64.41,73.4,10.72,12.5,0.39,"LA143","TX018",NA,11.63,11.6,0.08,1.84,0.18,9.24,13.92,67.19,70.71,0.39
"LA143","TX021","LA143","TX021",NA,70.2,70.24,0.18,5.41,0.55,66.21,74.31,13.51,13.81,0.07,"LA143","TX021",NA,13.59,13.57,0.08,1.26,0.14,11.62,15.51,69.92,70.45,0.07
"LA143","TX023","LA143","TX023",NA,71.27,71.29,0.13,3.47,0.34,68.02,74.48,12.11,12.35,0.07,"LA143","TX023",NA,12.21,12.22,0.07,1.2,0.13,10.29,14.08,71.04,71.52,0.07
"LA143","VA028","LA143","VA028",NA,71.67,71.64,0.17,5.19,0.53,67.69,75.64,9.89,10.99,0.22,"LA143","VA028",NA,10.39,10.41,0.1,2.02,0.22,7.96,12.87,70.7,72.51,0.22
"LA143","VA029","LA143","VA029",NA,69.29,69.31,0.18,6.24,0.59,65.03,73.72,9.32,10.14,0.16,"LA143","VA029",NA,9.79,9.78,0.09,2.38,0.27,7.07,12.41,68.66,69.91,0.16
"LA143","VA031","LA143","VA031",NA,71.7,71.68,0.2,6.76,0.57,67.21,76.21,11.1,12.29,0.28,"LA143","VA031",NA,11.68,11.66,0.08,1.59,0.18,9.48,13.85,70.47,73.03,0.28
"LA143","VA157","LA143","VA157",NA,71.35,71.33,0.17,5.15,0.49,67.43,75.29,9.86,11.61,0.36,"LA143","VA157",NA,10.75,10.73,0.1,2.21,0.19,8.12,13.28,69.82,72.77,0.36
"LA144","MD001","LA144","MD001",NA,67,67.02,0.14,4.74,0.45,63.25,70.77,8.87,9.96,0.25,"LA144","MD001",NA,9.41,9.43,0.09,1.52,0.15,7.27,11.55,65.99,68,0.25
"LA144","MD002","LA144","MD002",NA,67.97,67.98,0.17,5.08,0.58,64.07,71.9,9.82,9.83,0,"LA144","MD002",NA,9.88,9.88,0.1,1.78,0.16,7.58,12.18,68.07,67.86,0
"LA144","MD033","LA144","MD033",NA,69.42,69.43,0.19,6.64,0.53,64.95,73.87,10.7,12.52,0.31,"LA144","MD033",NA,11.65,11.64,0.12,2.46,0.22,8.92,14.37,68.16,70.82,0.31
"LA144","MD034","LA144","MD034",NA,67.39,67.43,0.17,7.81,0.59,62.55,72.27,8.24,8.63,0.09,"LA144","MD034",NA,8.49,8.48,0.1,1.83,0.18,6.13,10.82,66.84,67.76,0.09
"LA144","NC103","LA144","NC103",NA,71.64,71.64,0.16,4.32,0.44,68.06,75.27,8.56,9.22,0.21,"LA144","NC103",NA,8.94,8.94,0.06,1.1,0.11,7.11,10.73,70.96,72.31,0.21
"LA144","NC104","LA144","NC104",NA,66.43,66.47,0.15,6.01,0.55,62.18,70.73,9.65,9.46,-0.04,"LA144","NC104",NA,9.58,9.57,0.06,1.41,0.14,7.53,11.64,66.59,66.26,-0.04
"LA144","NC107","LA144","NC107",NA,68.82,68.84,0.15,5.83,0.44,64.7,73.03,8.5,9.52,0.21,"LA144","NC107",NA,9.05,9.06,0.08,1.86,0.17,6.64,11.4,67.92,69.65,0.21
"LA144","NC108","LA144","NC108",NA,67.89,67.92,0.15,5.2,0.43,63.94,71.88,10.05,9.49,-0.12,"LA144","NC108",NA,9.83,9.81,0.07,1.52,0.11,7.7,11.97,68.36,67.38,-0.12
"LA144","NC109","LA144","NC109",NA,68.95,68.96,0.18,4.81,0.52,65.14,72.75,6.74,8.59,0.41,"LA144","NC109",NA,7.68,7.68,0.09,1.69,0.17,5.39,9.88,67.33,70.55,0.41
"LA144","NC120","LA144","NC120",NA,69.98,69.99,0.16,4.72,0.49,66.2,73.75,8.57,9.53,0.24,"LA144","NC120",NA,9.06,9.06,0.08,1.35,0.13,7.05,11.08,69.1,70.94,0.24
"LA144","SC001","LA144","SC001",NA,71.05,71.07,0.18,6.71,0.58,66.58,75.5,10.6,11.65,0.23,"LA144","SC001",NA,11.14,11.12,0.08,1.74,0.18,8.84,13.4,70.15,72.08,0.23
"LA144","SC004","LA144","SC004",NA,70.21,70.18,0.19,7,0.82,65.62,74.75,11.53,11.65,0.01,"LA144","SC004",NA,11.59,11.58,0.09,1.57,0.14,9.41,13.76,70.01,70.27,0.01
"LA144","SC005","LA144","SC005",NA,72.06,72.03,0.19,5.63,0.52,67.91,76.16,9.1,10.11,0.21,"LA144","SC005",NA,9.6,9.6,0.1,1.61,0.13,7.38,11.79,71.04,73.01,0.21
"LA144","SC037","LA144","SC037",NA,70.1,70.1,0.17,6.53,0.64,65.73,74.53,9.08,9.36,0.05,"LA144","SC037",NA,9.29,9.29,0.1,1.98,0.13,6.81,11.69,69.91,70.23,0.05
"LA144","TX017","LA144","TX017",NA,67.59,67.61,0.14,6.84,0.65,63.15,72.2,10.02,9.47,-0.1,"LA144","TX017",NA,9.77,9.76,0.09,1.8,0.18,7.44,12.08,68.14,67.21,-0.1
"LA144","TX018","LA144","TX018",NA,67.74,67.76,0.15,5.56,0.59,63.69,71.85,9.7,10.26,0.12,"LA144","TX018",NA,10,9.98,0.07,1.64,0.14,7.73,12.18,67.18,68.23,0.12
"LA144","TX021","LA144","TX021",NA,69.04,69.12,0.16,7.63,0.55,64.35,73.86,11.55,12.36,0.15,"LA144","TX021",NA,11.96,11.95,0.09,2.8,0.26,9.11,14.86,68.4,69.81,0.15
"LA144","TX023","LA144","TX023",NA,70.12,70.17,0.14,6.41,0.67,65.81,74.58,9.56,11.68,0.41,"LA144","TX023",NA,10.58,10.6,0.1,2.2,0.25,8.03,13.17,68.42,71.94,0.41
"LA144","VA028","LA144","VA028",NA,70.51,70.54,0.15,5.9,0.61,66.3,74.72,7.97,9.64,0.3,"LA144","VA028",NA,8.76,8.79,0.1,2.64,0.3,5.95,11.6,69.3,71.75,0.3
"LA144","VA029","LA144","VA029",NA,68.14,68.18,0.15,4.41,0.4,64.53,71.85,7.82,8.54,0.21,"LA144","VA029",NA,8.15,8.17,0.07,1,0.08,6.44,9.91,67.46,69,0.21
"LA144","VA031","LA144","VA031",NA,70.55,70.54,0.18,6.44,0.67,66.19,74.95,9.18,10.88,0.38,"LA144","VA031",NA,10.04,10.04,0.1,1.77,0.14,7.68,12.29,68.92,72.01,0.38
"LA144","VA157","LA144","VA157",NA,70.19,70.19,0.19,5.72,0.57,66.04,74.32,8.86,9.43,0.17,"LA144","VA157",NA,9.12,9.11,0.07,0.92,0.08,7.46,10.77,69.58,70.79,0.17
"MD001","MD002","MD001","MD002",NA,67.47,67.47,0.12,2.71,0.28,64.62,70.34,10.23,9.72,-0.15,"MD001","MD002",NA,9.93,9.92,0.05,0.98,0.11,8.21,11.65,67.74,67.04,-0.15
"MD001","MD033","MD001","MD033",NA,68.92,68.93,0.14,4.68,0.4,65.14,72.64,10.8,12.53,0.37,"MD001","MD033",NA,11.7,11.68,0.11,1.93,0.17,9.27,14.07,67.63,70.27,0.37
"MD001","MD034","MD001","MD034",NA,66.89,66.89,0.15,6.14,0.54,62.67,71.23,8.2,8.87,0.15,"MD001","MD034",NA,8.54,8.52,0.12,1.71,0.15,6.25,10.79,66.28,67.44,0.15
"MD001","NC103","MD001","NC103",NA,71.14,71.1,0.13,4.03,0.42,67.56,74.59,8.96,9.03,0.03,"MD001","NC103",NA,8.99,8.98,0.09,1.05,0.12,7.19,10.75,70.98,71.19,0.03
"MD001","NC104","MD001","NC104",NA,65.93,65.97,0.17,6.48,0.52,61.56,70.33,9.58,9.69,0.06,"MD001","NC104",NA,9.63,9.61,0.1,1.56,0.15,7.46,11.77,65.71,66.27,0.06
"MD001","NC107","MD001","NC107",NA,68.32,68.28,0.16,6.02,0.73,64.05,72.49,9,9.22,0.05,"MD001","NC107",NA,9.1,9.1,0.09,1.37,0.12,7.04,11.12,68.26,68.52,0.05
"MD001","NC108","MD001","NC108",NA,67.39,67.41,0.13,4.42,0.55,63.73,70.99,9.61,10.12,0.15,"MD001","NC108",NA,9.88,9.86,0.1,1.52,0.16,7.73,11.99,66.75,67.95,0.15
"MD001","NC109","MD001","NC109",NA,68.44,68.44,0.13,4.31,0.39,64.81,72.03,7.5,7.95,0.1,"MD001","NC109",NA,7.73,7.72,0.08,1.22,0.1,5.81,9.65,68.01,68.81,0.1
"MD001","NC120","MD001","NC120",NA,69.48,69.47,0.14,5.35,0.49,65.42,73.44,8.86,9.3,0.09,"MD001","NC120",NA,9.11,9.1,0.11,1.68,0.18,6.84,11.33,69.16,69.75,0.09
"MD001","SC001","MD001","SC001",NA,70.55,70.54,0.14,5.41,0.46,66.56,74.58,10.8,11.57,0.16,"MD001","SC001",NA,11.19,11.15,0.09,1.92,0.18,8.7,13.52,69.98,71.19,0.16
"MD001","SC004","MD001","SC004",NA,69.7,69.64,0.15,4.74,0.5,65.86,73.41,11.57,11.59,0,"MD001","SC004",NA,11.64,11.61,0.11,2.41,0.25,8.9,14.31,69.67,69.57,0
"MD001","SC005","MD001","SC005",NA,71.55,71.51,0.17,5.67,0.51,67.35,75.61,9.42,9.82,0.11,"MD001","SC005",NA,9.65,9.64,0.08,1.27,0.13,7.67,11.57,70.92,71.86,0.11
"MD001","SC037","MD001","SC037",NA,69.6,69.56,0.18,5.95,0.57,65.3,73.79,9.39,9.35,-0.01,"MD001","SC037",NA,9.34,9.33,0.08,1.24,0.14,7.38,11.25,69.59,69.63,-0.01
"MD001","TX017","MD001","TX017",NA,67.09,67.11,0.09,4.77,0.33,63.31,70.93,9.92,9.61,-0.07,"MD001","TX017",NA,9.82,9.81,0.11,1.89,0.17,7.41,12.18,67.3,66.81,-0.07
"MD001","TX018","MD001","TX018",NA,67.23,67.25,0.1,3.74,0.32,63.93,70.63,9.69,10.33,0.17,"MD001","TX018",NA,10.05,10.02,0.09,1.34,0.15,8.03,12.04,66.77,67.92,0.17
"MD001","TX021","MD001","TX021",NA,68.54,68.59,0.12,5.77,0.44,64.43,72.73,11.91,12.06,0.03,"MD001","TX021",NA,12.01,11.99,0.11,2.06,0.19,9.51,14.51,68.49,68.83,0.03
"MD001","TX023","MD001","TX023",NA,69.62,69.63,0.16,6.17,0.71,65.31,73.94,10.15,11.2,0.26,"MD001","TX023",NA,10.63,10.64,0.1,1.56,0.18,8.49,12.81,68.56,70.76,0.26
"MD001","VA028","MD001","VA028",NA,70.01,70,0.15,4.53,0.45,66.33,73.65,8.33,9.28,0.22,"MD001","VA028",NA,8.81,8.83,0.09,1.52,0.18,6.67,10.96,69.18,70.75,0.22
"MD001","VA029","MD001","VA029",NA,67.64,67.66,0.15,3.53,0.44,64.36,70.89,7.79,8.66,0.24,"MD001","VA029",NA,8.2,8.21,0.08,1.23,0.1,6.27,10.11,66.88,68.49,0.24
"MD001","VA031","MD001","VA031",NA,70.04,70.02,0.15,5.64,0.52,65.86,74.1,9.5,10.57,0.27,"MD001","VA031",NA,10.09,10.08,0.1,1.3,0.13,8.07,12.03,68.89,71,0.27
"MD001","VA157","MD001","VA157",NA,69.69,69.67,0.11,4.62,0.36,65.88,73.43,9.36,8.97,-0.11,"MD001","VA157",NA,9.17,9.16,0.07,1.2,0.11,7.24,11.04,70.07,69.18,-0.11
"MD002","MD033","MD002","MD033",NA,69.89,69.9,0.16,4.81,0.51,66.08,73.74,11.7,12.63,0.17,"MD002","MD033",NA,12.16,12.16,0.12,2.76,0.21,9.29,15.03,69.3,70.48,0.17
"MD002","MD034","MD002","MD034",NA,67.86,67.86,0.15,6.19,0.51,63.59,72.2,9.13,8.89,-0.02,"MD002","MD034",NA,9.01,8.99,0.13,1.89,0.22,6.62,11.39,67.75,67.77,-0.02
"MD002","NC103","MD002","NC103",NA,72.11,72.08,0.18,5.24,0.51,68.14,76.08,9.85,9.15,-0.14,"MD002","NC103",NA,9.46,9.45,0.11,1.71,0.15,7.19,11.7,72.61,71.55,-0.14
"MD002","NC104","MD002","NC104",NA,66.9,66.92,0.19,6.41,0.74,62.52,71.28,10.02,10.28,0.05,"MD002","NC104",NA,10.1,10.09,0.1,2.15,0.2,7.56,12.67,66.86,67.11,0.05
"MD002","NC107","MD002","NC107",NA,69.29,69.23,0.18,6.55,0.62,64.77,73.69,9.64,9.48,-0.01,"MD002","NC107",NA,9.56,9.59,0.1,1.86,0.17,7.25,11.97,69.36,69.18,-0.01
"MD002","NC108","MD002","NC108",NA,68.36,68.36,0.09,5.14,0.62,64.47,72.37,10.45,10.22,-0.06,"MD002","NC108",NA,10.35,10.33,0.11,2.13,0.2,7.83,12.91,68.52,68.14,-0.06
"MD002","NC109","MD002","NC109",NA,69.41,69.41,0.14,4.37,0.34,65.75,72.98,8.24,8.17,0,"MD002","NC109",NA,8.19,8.2,0.1,1.99,0.2,5.78,10.68,69.47,69.35,0
"MD002","NC120","MD002","NC120",NA,70.45,70.44,0.18,5.85,0.5,66.23,74.59,9.76,9.43,-0.06,"MD002","NC120",NA,9.58,9.58,0.12,1.99,0.2,7.18,12.05,70.68,70.16,-0.06
"MD002","SC001","MD002","SC001",NA,71.52,71.51,0.18,6.02,0.54,67.28,75.81,11.37,11.79,0.09,"MD002","SC001",NA,11.65,11.63,0.1,2.16,0.16,9.04,14.17,70.94,71.87,0.09
"MD002","SC004","MD002","SC004",NA,70.67,70.63,0.17,5.59,0.62,66.5,74.73,12.55,11.62,-0.17,"MD002","SC004",NA,12.1,12.11,0.12,2.32,0.22,9.46,14.75,71.43,69.84,-0.17
"MD002","SC005","MD002","SC005",NA,72.52,72.49,0.18,5.77,0.53,68.31,76.64,10.17,10.04,-0.02,"MD002","SC005",NA,10.12,10.12,0.09,1.54,0.17,7.97,12.31,72.71,72.42,-0.02
"MD002","SC037","MD002","SC037",NA,70.57,70.51,0.17,5.77,0.68,66.32,74.72,9.84,9.72,-0.05,"MD002","SC037",NA,9.81,9.8,0.08,1.32,0.13,7.81,11.79,70.83,70.38,-0.05
"MD002","TX017","MD002","TX017",NA,68.06,68.07,0.13,3.85,0.43,64.66,71.48,10.23,10.12,-0.04,"MD002","TX017",NA,10.29,10.26,0.1,1.48,0.13,8.16,12.37,68.31,67.91,-0.04
"MD002","TX018","MD002","TX018",NA,68.2,68.21,0.09,3.67,0.41,64.86,71.5,10.24,10.81,0.15,"MD002","TX018",NA,10.51,10.51,0.1,1.53,0.16,8.36,12.65,67.59,68.61,0.15
"MD002","TX021","MD002","TX021",NA,69.51,69.55,0.16,5.75,0.49,65.41,73.72,12.37,12.64,0.06,"MD002","TX021",NA,12.48,12.47,0.11,2.11,0.18,9.96,15.05,69.43,69.83,0.06
"MD002","TX023","MD002","TX023",NA,70.59,70.62,0.18,5.67,0.55,66.5,74.77,11.01,11.3,0.08,"MD002","TX023",NA,11.1,11.12,0.13,1.65,0.12,8.9,13.36,70.37,70.91,0.08
"MD002","VA028","MD002","VA028",NA,70.98,70.95,0.14,4.03,0.49,67.48,74.43,8.98,9.66,0.13,"MD002","VA028",NA,9.28,9.31,0.1,1.74,0.14,7.07,11.6,70.55,71.34,0.13
